wst_oper,unit,geo\time,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
DSP_I_RCV_E,THS_T,DE71,1.9,637.8,658.1,671.9,707.6,754.4,752.5,780,750.2,744.3,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE72,0.4,28.8,29.4,29.8,28.9,145,185.1,187.6,202.7,89.3,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE73,0.3,83,85.3,76.8,90.7,202.4,216.8,231,236.5,255.2,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE80,169.7,197.8,219,222.4,229,318,351.7,351,363.5,367.9,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE91,307.4,313.1,315.2,321.7,322.7,330,336,348,354,366,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE92,409.7,418,428.6,432.5,442.9,444,447,458,480,480,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE93,295.2,297.7,302.3,318.3,307.1,308,316,336,320,346,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DE94,365.4,369.4,374.3,373.2,364.7,358,370,338,381,422,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEA1,1366.8,1400.3,1470.2,1439,1451.1,1473.2,1503.9,1521.2,1393,1464.6,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEA2,1021.1,1059.8,1074.8,1129.9,1134.7,1108.2,1085.7,1112.1,934.7,1010,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEA3,550,553.2,582.4,573.9,560.8,578.2,598.6,637.2,497.5,527.1,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEA4,307.5,309.1,318.8,310.1,307,313.5,330.4,328.2,227.4,287.8,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEA5,843,857.7,873.3,862.7,909,905,933.7,934.3,780.3,748.1,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEB1,93.7,100.7,141.3,162.7,164.3,165.6,170.1,186.3,201,194.9,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEB2,0,0.1,0,0.1,0.3,1,30.4,101.7,117.3,111.7,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEB3,29,30.9,31.4,327.5,326.1,371.3,382.9,385.1,379.7,388,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEC0,0.5,178.8,181.8,238.8,241.6,246.9,249.5,250.8,266.2,267.6,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DED2,14.9,167.3,168.5,176,189.5,161.3,151.4,160.2,161.6,161.4,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DED4,10.5,97.3,87.4,90.4,107.2,76.2,52.7,4.2,92.5,224,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DED5,60.1,69.9,74.8,73.1,75.4,71.6,140.6,0.2,65.6,160.6,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEE0,268.9,266.1,296,306.9,325,337.3,344.2,326.1,559.5,621.9,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEF0,566,572.3,592.3,583.4,570.3,567.5,589.4,565.9,637.4,677.4,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,DEG0,373.2,384,404.8,402.9,405.1,395.8,404.8,467.5,432.1,496,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,EE,214,46,0,0,1,1,2,1,0,0.17,0.21,0.25,0.47,0.14
DSP_I_RCV_E,THS_T,EE00,214,46,0,0,1,1,2,1,0,0.17,0.21,0.25,0.47,0.14
DSP_I_RCV_E,THS_T,ES,: ,: ,: ,: ,: ,2169.5,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,FR,: ,: ,12236.4,14137.4,: ,13521.47,: ,12951.524,: ,13632.96,: ,12518.668,: ,11653.3
DSP_I_RCV_E,THS_T,FR10,: ,: ,3439.6,3898.37,: ,3891.654,: ,3632.5,: ,4118.46,: ,3798.088,: ,3604.8
DSP_I_RCV_E,THS_T,FR21,: ,: ,184.6,249.63,: ,258.5,: ,263.1,: ,156.9,: ,166.8,: ,160
DSP_I_RCV_E,THS_T,FR22,: ,: ,173.5,160.83,: ,162.8,: ,167.4,: ,75.9,: ,7.8,: ,39.5
DSP_I_RCV_E,THS_T,FR23,: ,: ,459.2,590.27,: ,596.3,: ,604.5,: ,542,: ,477.507,: ,429.1
DSP_I_RCV_E,THS_T,FR24,: ,: ,399.6,612.98,: ,584.588,: ,558.099,: ,572.68,: ,567.307,: ,506.7
DSP_I_RCV_E,THS_T,FR25,: ,: ,156.1,112.07,: ,92,: ,94.4,: ,113.1,: ,115,: ,117.6
DSP_I_RCV_E,THS_T,FR26,: ,: ,159.3,185,: ,189,: ,163,: ,181.1,: ,141.158,: ,211.3
DSP_I_RCV_E,THS_T,FR30,: ,: ,845.1,961.69,: ,900.065,: ,697.184,: ,899.57,: ,885.71,: ,604.5
DSP_I_RCV_E,THS_T,FR41,: ,: ,333,321.05,: ,326.1,: ,330.5,: ,329.3,: ,268.729,: ,164.7
DSP_I_RCV_E,THS_T,FR42,: ,: ,478.7,590.46,: ,601.3,: ,601.2,: ,590.7,: ,730.21,: ,687.4
DSP_I_RCV_E,THS_T,FR43,: ,: ,264.6,308.77,: ,306.8,: ,262.8,: ,264.3,: ,258,: ,199
DSP_I_RCV_E,THS_T,FR51,: ,: ,544.3,604.55,: ,589.1,: ,587,: ,550.6,: ,475.9,: ,475.4
DSP_I_RCV_E,THS_T,FR52,: ,: ,624,684.19,: ,693.28,: ,632.37,: ,719.86,: ,707.241,: ,710.8
DSP_I_RCV_E,THS_T,FR53,: ,: ,216.4,230.39,: ,232.839,: ,244.299,: ,244.98,: ,233.854,: ,221.2
DSP_I_RCV_E,THS_T,FR61,: ,: ,570.7,611.99,: ,613.287,: ,557.643,: ,677.49,: ,631.494,: ,584.7
DSP_I_RCV_E,THS_T,FR62,: ,: ,369.3,468.06,: ,457.3,: ,412.1,: ,400.3,: ,388.567,: ,267.5
DSP_I_RCV_E,THS_T,FR63,: ,: ,140.6,187.76,: ,187.4,: ,187.5,: ,204.3,: ,198.4,: ,187.5
DSP_I_RCV_E,THS_T,FR71,: ,: ,1132.4,1491.6,: ,1398.375,: ,1474.922,: ,1547.75,: ,1284.316,: ,1226.1
DSP_I_RCV_E,THS_T,FR72,: ,: ,42.5,58.68,: ,69.9,: ,55.5,: ,59.2,: ,58.2,: ,54.8
DSP_I_RCV_E,THS_T,FR81,: ,: ,502.1,509.52,: ,475.1,: ,475.6,: ,372.2,: ,195.24,: ,241.4
DSP_I_RCV_E,THS_T,FR82,: ,: ,1105.5,1186.62,: ,773.982,: ,824.907,: ,890.67,: ,921.781,: ,952.5
DSP_I_RCV_E,THS_T,FR83,: ,: ,4,0,: ,0,: ,0,: ,4.5,: ,7.366,: ,6.8
DSP_I_RCV_E,THS_T,FR91,: ,: ,0,9.2,: ,9.8,: ,8.9,: ,8.3,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,FR92,: ,: ,88.5,103.72,: ,112,: ,116.1,: ,108.8,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,FR93,: ,: ,0,0,: ,0,: ,0,: ,0,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,FR94,: ,: ,2.8,0,: ,0,: ,0,: ,0,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HR,: ,: ,: ,: ,: ,11,: ,3,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HR03,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HR04,0.777,1.586,0.00976,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU,335.88,364.05,408.1,406.43,406.35,393.36,: ,: ,: ,0,0,0,0,0
DSP_I_RCV_E,THS_T,HU10,335.88,364.05,408.1,406.43,406.25,393.17,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU21,0,0,0,0,0.06,0.11,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU22,0,0,0,0,0,0.08,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU23,0,0,0,0,0,0,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU31,0,0,0,0,0.04,0,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU32,0,0,0,0,0,0,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,HU33,0,0,0,0,0,0,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,IE,: ,: ,: ,59.74,111.03,81.63,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,IE01,: ,: ,: ,0.69,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,IE02,: ,: ,: ,59.05,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,IT,5739.04,5529.03,5552.56,5387,4744,4372,4029,4121,3824.17,3518.36,3168.73,2671.91,2515.57,2236.77
DSP_I_RCV_E,THS_T,ITC1,185.04,109.43,163.67,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITC2,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITC3,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITC4,2220.49,2137.27,2121.11,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITF1,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITF2,91.35,92.12,99.77,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITF3,672.94,623.46,610.32,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITF4,107.39,96.78,121.15,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITF5,30.34,29.81,22.99,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITF6,27.63,57.73,76.47,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITG1,0,0,0.03,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITG2,127.63,140.04,141.05,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITH1,80.81,66.58,64.21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITH2,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITH3,354.15,381.01,311.73,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITH4,160.22,164.1,157.27,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITH5,991.57,954.45,988.78,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITI1,300.94,295.83,300.96,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITI2,0,5.3,0,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITI3,2.17,2.36,14.47,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,ITI4,386.37,372.76,358.58,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,LT,91.603,0,7.35,1,0.12,0.36,0.2,0.16,0.19,0.02,0.01,0.21,0.47,0.39
DSP_I_RCV_E,THS_T,LT00,92,0,7,1,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,LU,123,121,124,123,121,124,123,120,117,122.18,119.17,122.15,120.89,123.12
DSP_I_RCV_E,THS_T,LU00,123,121,124,123,121,124,123,120,117,122,119,122,121,123
DSP_I_RCV_E,THS_T,LV,0,0,0,0,1,3,3,5,7,14.1,11.06,12.67,9.35,0
DSP_I_RCV_E,THS_T,LV00,0,0,0,0,1,3,3,5,7,14,11,13,9,0
DSP_I_RCV_E,THS_T,MK,0,0,0,0,0,0,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,MK00,0,0,0,0,0,0,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,MT,1,1,3,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,MT00,1,1,3,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,NL,4304,4516,4679,4675,4808,4934,3267,3253,3300,3281,3194,3124,3181,3021
DSP_I_RCV_E,THS_T,NL11,161,172,179,179,184,187 bd,12,10,19,22,22,19,37,27
DSP_I_RCV_E,THS_T,NL12,160,164,169,173,178,180 bd,6,1,2,1,1,3,4,3
DSP_I_RCV_E,THS_T,NL13,129,133,139,138,143,150 bd,10,14,38,9,16,6,9,30
DSP_I_RCV_E,THS_T,NL21,247,269,297,296,306,320 bd,206,172,184,181,209,195,204,230
DSP_I_RCV_E,THS_T,NL22,416,443,455,457,474,492 bd,191,201,201,204,210,274,225,189
DSP_I_RCV_E,THS_T,NL23,97,103,100,99,109,109 bd,93,89,94,97,95,111,94,100
DSP_I_RCV_E,THS_T,NL31,323,343,349,348,354,366 bd,310,307,311,298,309,368,361,358
DSP_I_RCV_E,THS_T,NL32,813,845,864,851,862,895 bd,721,727,735,721,711,738,768,744
DSP_I_RCV_E,THS_T,NL33,1115,1158,1186,1196,1226,1223 bd,1012,1067,1003,1032,1021,984,1017,967
DSP_I_RCV_E,THS_T,NL34,115,118,123,123,122,124 bd,98,83,85,92,76,41,38,35
DSP_I_RCV_E,THS_T,NL41,523,555,586,586,604,629 bd,432,411,454,441,361,259,298,213
DSP_I_RCV_E,THS_T,NL42,205,213,232,229,246,259 bd,176,171,174,183,163,126,126,125
DSP_I_RCV_E,THS_T,NO,1167.36,1113.36,1334.04,1156.28,940.91,872.51,702.42,675.28,655.56,587.3,597.93,542.96,481.11,: 
DSP_I_RCV_E,THS_T,NO01,244.27,253.09,317.8,312.56,316.56,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,NO02,82.29,83.89,98.9,79.15,53.34,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,NO03,240.43,228.18,264.66,242.98,205.28,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,NO04,162.98,153.79,180.01,131.96,65.37,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,NO05,224.48,201.38,238.08,199.18,151.65,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,NO06,101.59,92.84,121.84,101.81,87.49,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,NO07,111.32,100.19,112.75,88.64,61.22,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,PL,765.98,50.75,44.79,38.62,45.98,39.73,41,45.26,44.38,44,41.55,35.96,14.16,0
DSP_I_RCV_E,THS_T,PL11,44.76,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL12,253.55,50.18,44.61,38.6,45.98,39.73,41,41.27,44.38,44,41.55,35.96,14.16,0
DSP_I_RCV_E,THS_T,PL21,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL22,24.15,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL31,46.29,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL32,25.67,0.01,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL33,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL34,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL41,34.73,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL42,40.98,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL43,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL51,107.32,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL52,45.74,0,0,0,0,0,0,3.99,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL61,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL62,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PL63,51.11,0.56,0.18,0.02,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,PT,1090.623,929.809,1088.266,1058.39,1082.84,992.95,947.91,978.08,1056.75,993.46,1002.01,943.93,: ,: 
DSP_I_RCV_E,THS_T,PT11,369.852,371.466,387.272,366.09,388.2,386.75,409.08,360.25,388.9,394.79,396.1,391.06,: ,: 
DSP_I_RCV_E,THS_T,PT15,0,0,0,0,0,0,0,0,0,0,0,0,: ,: 
DSP_I_RCV_E,THS_T,PT16,7.346,26.801,32.799,22.35,2.49,0,0,0,0,0,0,0,: ,: 
DSP_I_RCV_E,THS_T,PT17,614.597,422.039,546.18,541.64,567.9,482.51,416.41,494.33,548.2,481.96,495.8,523.66,: ,: 
DSP_I_RCV_E,THS_T,PT18,1.457,3.828,6.739,4.36,0.3,0,0,0,0,0,0,0,: ,: 
DSP_I_RCV_E,THS_T,PT20,0.006,0,0,0.02,0,0,0,0,0,0,0,0,: ,: 
DSP_I_RCV_E,THS_T,PT30,97.365,105.675,115.276,123.93,123.95,123.69,122.42,123.5,119.65,116.71,110.11,29.21,: ,: 
DSP_I_RCV_E,THS_T,RO,: ,88.78,46.56,20.66,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO11,: ,8.25,1,1.32,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO12,: ,11.71,2.3,1.68,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO21,: ,1.67,0.31,0.29,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO22,: ,0.64,0.5,0.21,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO31,: ,10.85,4.03,2.94,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO32,: ,0.04,10.86,8.48,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO41,: ,11.59,2.89,2.16,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RO42,: ,44.03,24.67,3.58,: ,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,RS,0,0,0,0,0,0,0,0,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,SI,4.06,9.89,11.48,10.12,14.36,13.24,0.45,0.52,1.27,15.32,5.06,4.77,: ,: 
DSP_I_RCV_E,THS_T,SI01,3.2,8.94,5.77,3.41,4.87,2.75,0.34,0.27,0.15,2.66,0.42,0.15,: ,: 
DSP_I_RCV_E,THS_T,SI02,0.86,0.95,5.71,6.71,9.49,10.49,0.11,0.25,1.12,12.66,4.64,4.62,: ,: 
DSP_I_RCV_E,THS_T,SK,173.64,167.92,185.5,183.28,182.73,157.3,180.22,190,182.85,184.11,162.5,156.45,: ,: 
DSP_I_RCV_E,THS_T,SK01,107.65,113.42,130.24,119.01,118.02,111.7,115.46,128.45,124.53,115.64,94.92,89.61,: ,: 
DSP_I_RCV_E,THS_T,SK02,1.8,0.37,0.7,0.18,0.06,0.02,0.03,0.04,0.48,0.35,0.7,1.07,: ,: 
DSP_I_RCV_E,THS_T,SK03,0.07,0.14,0.21,0.33,0.13,0.16,0.45,0.15,1.63,0.4,0.48,0.85,: ,: 
DSP_I_RCV_E,THS_T,SK04,64.12,53.99,54.35,63.76,64.52,45.42,64.28,61.36,56.21,67.72,66.4,64.92,: ,: 
DSP_I_RCV_E,THS_T,TR,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR10,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR21,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR22,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR31,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR32,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR33,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR41,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR42,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR51,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR52,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR61,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR62,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR63,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR71,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR72,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR81,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR82,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR83,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TR90,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRA1,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRA2,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRB1,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRB2,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRC1,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRC2,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,TRC3,: ,: ,0,0,0,0,0,0,0,0,0,0,0,0
DSP_I_RCV_E,THS_T,UKC1,: ,: ,236.69,149.77,158.94,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKC2,: ,: ,74.84,111.43,107.11,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKD1,: ,: ,3.1,0.01,2.55,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKD3,: ,: ,91.12,69.11,79.9,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKD4,: ,: ,2.1,0.29,0.21,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKE1,: ,: ,60.5,47.28,45.87,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKE2,: ,: ,0.1,0.09,0.09,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKE3,: ,: ,146.87,149.75,165.31,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKE4,: ,: ,168.16,133.43,126.24,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKF1,: ,: ,185.94,162.19,125.94,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKF2,: ,: ,91.27,43.09,21.61,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKF3,: ,: ,3.63,2.65,4.21,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKG1,: ,: ,60.49,72.09,63.39,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKG2,: ,: ,165.89,156.09,167.58,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKG3,: ,: ,687.81,684.62,698.72,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKH1,: ,: ,32.56,46.6,29.65,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKH2,: ,: ,99.61,61.41,52.18,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKH3,: ,: ,20.38,17.76,1.03,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKI1,: ,: ,981.88,677.45,599.28,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKI2,: ,: ,320.84,218.34,204.1,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKJ1,: ,: ,147.96,133.43,59.44,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKJ2,: ,: ,393.42,262.27,201.29,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKJ3,: ,: ,444.46,451.78,438.24,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKJ4,: ,: ,281.86,236.23,212.57,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKK1,: ,: ,112.77,58.26,35.39,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKK2,: ,: ,63.11,30.99,11.73,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKK3,: ,: ,2.6,2.63,2.73,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKK4,: ,: ,1.39,0.6,0.64,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKL1,: ,: ,61.63,45.7,43.22,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKL2,: ,: ,4.66,2.93,1.93,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKM2,: ,: ,60.11,59.9,56.59,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKM3,: ,: ,11.58,17.77,10.81,: ,: ,: ,: ,: ,: ,: ,: ,: 
