wst_oper,unit,geo\time,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
DSP_I_RCV_E,THS_T,UKM5,: ,: ,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKM6,: ,: ,18.99,18.06,18.19,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_I_RCV_E,THS_T,UKN0,: ,: ,0,0,0,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT,198.99,207.3,229.9,153.29,302.09,373.23,427.07,484.8,534.8,556.99,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT11,10.66,11.04,11.33,8.09,13.68,13.19,19.2,: ,: ,29.46,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT12,32.89,33.19,35.42,22.41,42.55,38.35,50.97,: ,: ,44.58,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT13,21.53,21.97,23.87,20.35,5.58,4.85,28.31,: ,: ,60.42,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT21,9.87,13.01,13.22,4.1,7.03,20.45,21.5,: ,: ,80.28,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT22,53.79,54.73,56.71,42.71,74.81,71.06,88.69,: ,: ,60.13,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT31,12.66,14.16,28.97,17.49,60.08,58.52,42.97,: ,: ,69.8,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT32,40.81,41.3,41.64,23.77,40.38,40.18,52.29,: ,: ,56.21,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT33,8.78,9.47,10.02,6.3,44.63,113.5,107.41,: ,: ,124.56,: ,: ,: ,: 
DSP_L_OTH,THS_T,AT34,8,8.43,8.72,8.07,13.35,13.13,15.73,: ,: ,31.55,: ,: ,: ,: 
DSP_L_OTH,THS_T,BE,43.26,32.94,42.29,99.93,165.06,211.18,367.4,299.9,397.46,381.52,377.98,452.27,509.78,667.59
DSP_L_OTH,THS_T,BE10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP_L_OTH,THS_T,BE21,8.79,15.28,20.16,30.91,28,29.54,34.12,35.12,98.74,110.98,118.32,129.48,152.63,223.98
DSP_L_OTH,THS_T,BE22,0.35,1.47,3.06,1.87,2.57,3.39,5.5,2.28,26.62,7.66,22.93,38.28,40.34,49.22
DSP_L_OTH,THS_T,BE23,1.78,2.38,5.63,6.51,7.5,6.9,7.77,8.94,7.13,17.84,5.5,5.4,3.64,28.1
DSP_L_OTH,THS_T,BE24,1.58,1.15,1.54,5.97,6.47,4.09,3.81,4.81,14.54,16.29,17.9,22.95,23.13,50.61
DSP_L_OTH,THS_T,BE25,2.37,2.62,2.98,11.43,4.02,5.37,5.28,4.12,5.77,9.38,4.17,2.97,3.84,9.96
DSP_L_OTH,THS_T,BE31,0.38,0.42,0.39,0.39,6.7,7.76,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,BE32,13.69,3.8,3.77,4.87,32.72,60.28,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,BE33,10.4,3.5,3.09,11.54,26.82,29.27,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,BE34,0.87,1.59,0.99,26.01,29.64,29.99,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,BE35,3.05,0.73,0.68,0.43,20.62,34.59,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,BG,1861,2321,2566,2985,3275,3358.88,2979.52,2751.34,3144.22,3092,3193.61,3188.2,3198.31,3271.11
DSP_L_OTH,THS_T,BG31,193,268,326,307,378,421.31,384.2,344.49,345.19,338.05,395.06,372.55,394.24,422.49
DSP_L_OTH,THS_T,BG32,291,307,343,359,402,402.33,343.45,397.47,480.6,461.02,459.82,448.83,435.42,414.58
DSP_L_OTH,THS_T,BG33,224,251,298,372,388,455.66,414.86,407.38,359.03,354.52,360.07,414.04,408.68,413.99
DSP_L_OTH,THS_T,BG34,408,394,406,426,450,474.3,477.49,460.39,431.21,434.5,414.11,413.8,400.5,535.56
DSP_L_OTH,THS_T,BG41,370,617,716,814,943,888.3,485.47,477.87,884.3,926.71,978.77,948.36,994.31,938.03
DSP_L_OTH,THS_T,BG42,375,484,477,707,714,716.98,874.05,663.74,643.89,577.2,585.78,590.62,565.16,546.46
DSP_L_OTH,THS_T,CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,70,99,203,391
DSP_L_OTH,THS_T,CY,423,451,461,490,540,531,512,499,489,481.59,466.63,450,442,423
DSP_L_OTH,THS_T,CY00,423,451,461,490,540,531,512,499,489,481.59,466.63,450,442,423
DSP_L_OTH,THS_T,CZ,: ,: ,2167.04,2161.8,2113.89,2057.43,2120.53,2043.29,1933.51,1837.76,2049,2097,2200,2900
DSP_L_OTH,THS_T,EE,53,129,239,267,287,333,390,373,369,383,371,419,403,601
DSP_L_OTH,THS_T,EE00,53,129,239,267,287,333,390,373,369,383,371,419,403,601
DSP_L_OTH,THS_T,ES,: ,: ,: ,: ,: ,13091.5,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,FR,: ,: ,9569.5,19586.91,: ,20899.5,: ,22952.7,: ,22066.4,: ,22914,: ,24465.4
DSP_L_OTH,THS_T,FR10,: ,: ,528.9,2635.09,: ,3131.4,: ,3423,: ,2930.4,: ,3074.8,: ,3445.1
DSP_L_OTH,THS_T,FR21,: ,: ,265,420.26,: ,438.3,: ,445.9,: ,529.8,: ,708.8,: ,784.9
DSP_L_OTH,THS_T,FR22,: ,: ,483.9,1420.85,: ,1264,: ,1297.5,: ,1121.6,: ,1451.5,: ,1254.8
DSP_L_OTH,THS_T,FR23,: ,: ,191.1,452.18,: ,412.6,: ,515,: ,402.4,: ,440.2,: ,404.4
DSP_L_OTH,THS_T,FR24,: ,: ,347.2,715.57,: ,830.8,: ,897,: ,905,: ,946.7,: ,1107.8
DSP_L_OTH,THS_T,FR25,: ,: ,370.4,749.87,: ,791.7,: ,765.8,: ,680.5,: ,638.7,: ,654.3
DSP_L_OTH,THS_T,FR26,: ,: ,345.7,627.45,: ,720.8,: ,685.9,: ,941,: ,1005.3,: ,1011.5
DSP_L_OTH,THS_T,FR30,: ,: ,417.6,1339.2,: ,1375.2,: ,1559.5,: ,1601.8,: ,1805.3,: ,1874.6
DSP_L_OTH,THS_T,FR41,: ,: ,473.4,846.49,: ,956.3,: ,1061.6,: ,1084.3,: ,1270.8,: ,1497.8
DSP_L_OTH,THS_T,FR42,: ,: ,160.2,271.82,: ,339.9,: ,357.6,: ,366.8,: ,397.8,: ,432.2
DSP_L_OTH,THS_T,FR43,: ,: ,78.5,155.93,: ,269.5,: ,268.5,: ,256.2,: ,310.2,: ,317.4
DSP_L_OTH,THS_T,FR51,: ,: ,476.6,1215.27,: ,1238.2,: ,1725.7,: ,1633.4,: ,1615.5,: ,1813
DSP_L_OTH,THS_T,FR52,: ,: ,221.8,363.87,: ,318,: ,183.7,: ,287.5,: ,367.3,: ,348.7
DSP_L_OTH,THS_T,FR53,: ,: ,285.4,537.13,: ,496.6,: ,709.4,: ,633.6,: ,724.1,: ,794.2
DSP_L_OTH,THS_T,FR61,: ,: ,594,735.95,: ,810.7,: ,1009.3,: ,913.8,: ,780.4,: ,784.1
DSP_L_OTH,THS_T,FR62,: ,: ,559.3,1021.9,: ,1009.1,: ,883.6,: ,792.5,: ,867.4,: ,967.8
DSP_L_OTH,THS_T,FR63,: ,: ,93.1,177.81,: ,136.6,: ,201.8,: ,156.2,: ,203.7,: ,171.1
DSP_L_OTH,THS_T,FR71,: ,: ,782.8,1663.62,: ,1693.1,: ,2065.9,: ,1969.6,: ,2189.3,: ,2316.6
DSP_L_OTH,THS_T,FR72,: ,: ,402.5,596.18,: ,634.6,: ,688,: ,692.3,: ,747.8,: ,722.4
DSP_L_OTH,THS_T,FR81,: ,: ,418.6,615.64,: ,504,: ,608.1,: ,850.8,: ,1222.3,: ,1352.1
DSP_L_OTH,THS_T,FR82,: ,: ,1151.2,1945.17,: ,2601.2,: ,2658.4,: ,2363.6,: ,1995,: ,2306.2
DSP_L_OTH,THS_T,FR83,: ,: ,169.9,134.76,: ,182,: ,162.7,: ,162.2,: ,151.1,: ,104.4
DSP_L_OTH,THS_T,FR91,: ,: ,250.7,312.5,: ,93.7,: ,26.5,: ,78.9,: ,: ,: ,: 
DSP_L_OTH,THS_T,FR92,: ,: ,88.5,76.89,: ,138.1,: ,195.6,: ,229.5,: ,: ,: ,: 
DSP_L_OTH,THS_T,FR93,: ,: ,103.1,92.01,: ,55.2,: ,61.8,: ,68.7,: ,: ,: ,: 
DSP_L_OTH,THS_T,FR94,: ,: ,310.1,463.5,: ,457.9,: ,494.9,: ,414,: ,: ,: ,: 
DSP_L_OTH,THS_T,HR,: ,: ,: ,: ,: ,1419,: ,1221,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HR03,657.63,611.32,648.82,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HR04,755.53,769.08,847.21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU,2415.11,2608.39,2563.46,2837.89,3211.55,3341.22,: ,: ,: ,0,0,0,0,0
DSP_L_OTH,THS_T,HU10,450.31,547.05,559.57,642.76,657.12,842.39,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU21,276.43,323.84,367.26,425.57,488.9,438.32,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU22,282.06,287.33,329.17,303.74,400.26,376.8,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU23,246.51,347.51,329.19,310.31,388.75,391.38,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU31,375.2,352.95,306.63,324.04,368.23,412.48,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU32,490.7,460.56,412.77,426.9,481.62,418.64,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,HU33,293.9,289.15,258.87,404.57,426.67,461.21,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,IE,: ,: ,: ,1495.58,1723.71,1938.71,2014.8,1980.62,1833.33,1818.54,1904.4,1967,2070.52,2093.22
DSP_L_OTH,THS_T,IE01,: ,: ,: ,547.49,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,IE02,: ,: ,: ,948.09,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,IT,10914.36,11720.35,13205.74,15015.12,15537.84,16068.77,16911.86,17525.94,17224.71,17740.21,17998.8,18846.72,19912.25,21917.43
DSP_L_OTH,THS_T,ITC1,712.51,735.79,909.89,933.56,936.29,933.63,1029.11,1156.89,1244,1260,1324,1562,1647.13,1883.52
DSP_L_OTH,THS_T,ITC2,39.64,41.99,44.88,47.2,53.35,47.61,48.73,48.96,50,56,59,56,57.71,60.35
DSP_L_OTH,THS_T,ITC3,568.82,608.14,713.72,778.78,816.84,837.1,900.57,879.93,759,781,807,818,871.36,976.29
DSP_L_OTH,THS_T,ITC4,268.16,365.87,321.56,381.22,330.35,408.37,479.44,815.87,732,937,1086,1157,1503.74,1716.69
DSP_L_OTH,THS_T,ITF1,92.74,117.89,248.16,401.77,416.52,557.55,551.91,565.12,519,525,532,484,504.31,461.95
DSP_L_OTH,THS_T,ITF2,140.69,132.66,121.05,110.89,119.75,121.65,127.27,119.8,127,94,87,103,131.45,101.99
DSP_L_OTH,THS_T,ITF3,493.43,319.9,644.57,1342.8,1335.13,919.51,1077.44,758.51,801.06,1060.41,1343.01,1558.24,1655.57,2598.21
DSP_L_OTH,THS_T,ITF4,1283.85,1235.57,1229.19,1437.65,1580.7,1703.65,1957.24,1892.55,1844,1823,1697,1673,1724.56,1727.15
DSP_L_OTH,THS_T,ITF5,118.53,120.18,175.14,184.68,178.22,182.43,177.67,141.08,140,178,195,186,179.45,161.66
DSP_L_OTH,THS_T,ITF6,591.17,697.02,669.04,573.53,616.29,525.1,515.57,634.76,792,705,707,770,731.5,698.45
DSP_L_OTH,THS_T,ITG1,2224.55,2023.1,2340.69,2439.21,2370.5,2355.34,2494.02,2545.69,2373,2428,2318,2320,2244.09,2440.13
DSP_L_OTH,THS_T,ITG2,255.24,289.41,354.85,334.71,351.86,441.38,502.24,561.95,644,633,714,606,714.29,644.36
DSP_L_OTH,THS_T,ITH1,21.05,37.83,46.18,44.49,43.89,50.44,44.12,55.6,42.45,42.58,47.58,44,63.04,46.93
DSP_L_OTH,THS_T,ITH2,72.6,85.54,87.32,103.87,89.97,130.79,112.09,137.3,151.2,166.22,160.21,185.48,209.25,267.94
DSP_L_OTH,THS_T,ITH3,203.55,240.77,318.11,464.33,522.78,534.8,688.71,847.99,831,801,780,1020,1166.73,1299.86
DSP_L_OTH,THS_T,ITH4,37.18,39.84,70.68,91.08,85.64,99.47,173.02,223.38,234,312,182,210,146.13,250.51
DSP_L_OTH,THS_T,ITH5,857.42,839.06,727.44,831.19,978.97,1185.75,1081.15,1093.34,1195,1124,1419,1413,1690.24,1873.82
DSP_L_OTH,THS_T,ITI1,832.68,957.15,1008.37,1089.68,1181.27,1291.2,1291.88,1286.5,1164,1119,817,952,1087.96,1269.94
DSP_L_OTH,THS_T,ITI2,257.25,291.83,315.34,361.51,293.31,330.76,322.04,336,317,260,344,306,391.96,366.18
DSP_L_OTH,THS_T,ITI3,396.83,455.37,502.8,527.29,553.76,543.73,547.28,569.7,571,632,661,632,571.16,679.25
DSP_L_OTH,THS_T,ITI4,1446.47,2085.44,2356.76,2535.68,2682.45,2868.51,2790.36,2855.02,2694,2803,2719,2791,2620.62,2392.25
DSP_L_OTH,THS_T,LT,798.328,971,1033.58,1079,1092.78,1236.87,1245.09,1211.35,1173.58,1152.57,1135.7,1118.82,1168.9,1208.72
DSP_L_OTH,THS_T,LT00,798,971,1034,1079,1093,1237,1245,1211,1174,1153,1136,1119,1169,1209
DSP_L_OTH,THS_T,LU,62,61,62,62,61,60,60,61,60,60,57.99,57.43,57.72,59.99
DSP_L_OTH,THS_T,LU00,62,61,62,62,61,60,60,61,60,60,58,57,58,60
DSP_L_OTH,THS_T,LV,521,516,531,617,694,705,735,670,561,600.6,578.86,657.48,627.66,597.32
DSP_L_OTH,THS_T,LV00,521,516,531,617,694,705,735,670,561,601,579,657,628,597
DSP_L_OTH,THS_T,MK,555,556,544,546,552,531,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,MK00,555,556,544,546,552,531,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,MT,196,203,205,226,257,266,255,219,229,215.98,206.45,197.75,180,176.72
DSP_L_OTH,THS_T,MT00,196,203,205,226,257,266,255,219,229,216,206,198,180,177
DSP_L_OTH,THS_T,NL,131,137,151,145,151,153,201,232,169,175,267,814,795,909
DSP_L_OTH,THS_T,NL11,5,4,5,5,5,4 bd,2,1,1,3,7,3,15,10
DSP_L_OTH,THS_T,NL12,6,6,7,6,7,7 bd,5,4,4,8,8,84,85,59
DSP_L_OTH,THS_T,NL13,4,4,5,5,4,5 bd,3,5,5,6,12,11,5,3
DSP_L_OTH,THS_T,NL21,8,9,9,9,10,10 bd,3,1,3,9,9,12,12,17
DSP_L_OTH,THS_T,NL22,14,15,17,16,17,17 bd,21,44,27,10,11,12,14,18
DSP_L_OTH,THS_T,NL23,3,3,3,3,3,3 bd,1,1,2,1,3,2,3,2
DSP_L_OTH,THS_T,NL31,9,10,11,10,11,12 bd,8,5,5,11,20,4,4,5
DSP_L_OTH,THS_T,NL32,23,24,27,25,27,27 bd,15,12,9,16,20,13,5,7
DSP_L_OTH,THS_T,NL33,29,30,32,32,32,31 bd,8,8,7,16,30,74,75,85
DSP_L_OTH,THS_T,NL34,3,3,3,3,3,4 bd,15,20,16,6,11,92,93,100
DSP_L_OTH,THS_T,NL41,19,21,23,22,23,23 bd,83,86,53,74,118,363,329,418
DSP_L_OTH,THS_T,NL42,8,8,9,9,9,10 bd,37,45,37,15,18,144,155,185
DSP_L_OTH,THS_T,NO,52.5,44.37,55.37,136.65,327.91,415.3,431.53,389.86,355.12,375.38,392.61,424.12,413.49,: 
DSP_L_OTH,THS_T,NO01,13.51,15.05,11,11.06,14.5,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,NO02,5.69,3.55,3.87,11.48,41.77,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,NO03,7.04,3.77,17.55,31.33,68.58,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,NO04,9.23,7.93,2.27,42.2,94.06,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,NO05,4.88,3.09,5.27,14.92,63.67,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,NO06,7.34,5.28,3.55,4.82,9.6,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,NO07,4.81,5.7,11.86,20.84,35.73,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,PL,5978.76,7158.22,7658.62,7428.37,7914.48,8716.24,9098.39,8986.53,8623.12,9193.47,9609.13,10141.73,10637.56,11964.8
DSP_L_OTH,THS_T,PL11,415.83,289.54,422.52,499.19,445.63,537.78,641.4,723.16,611.66,644.67,656.71,761.05,855.59,884.22
DSP_L_OTH,THS_T,PL12,759.51,985.49,1032,1074.88,1099.28,1393.03,1429.37,1316.64,1253.97,1414.18,1420.96,1338.3,1269.07,1291.71
DSP_L_OTH,THS_T,PL21,521.88,534.55,589.78,620.83,637.01,663.88,664.98,626.65,593.84,588.55,594.27,611.02,633.06,681.22
DSP_L_OTH,THS_T,PL22,989.05,1103.75,1078.82,872.33,1027.78,1135.16,1200.1,1208.42,1179.5,1217.9,1309.42,1361.4,1472.41,1550.26
DSP_L_OTH,THS_T,PL31,240.97,289.48,300.39,269.88,276.4,337,346.52,336.78,319.64,306.64,357.13,424.81,487.16,563.8
DSP_L_OTH,THS_T,PL32,205.93,308.22,308,285.26,305.73,332.04,330.32,342,334.64,370.36,412.15,433.81,419.01,503.18
DSP_L_OTH,THS_T,PL33,139.63,151.37,165.98,176.62,192.68,196.48,183.81,192.99,180.16,174.91,179.7,208.3,228,234.04
DSP_L_OTH,THS_T,PL34,230.2,185.25,184.08,193.46,186.06,230.28,224.56,230.84,215.81,239.45,298.75,333.62,304.49,307.27
DSP_L_OTH,THS_T,PL41,612.07,728.54,780.67,750.98,759.21,807.87,802,837.31,830.11,974.41,1038.97,1063.96,1072.01,1050.44
DSP_L_OTH,THS_T,PL42,230.08,396.6,432.96,423.32,460.27,482.21,478.55,461.91,463.67,494.41,548.47,592.78,596.92,871.42
DSP_L_OTH,THS_T,PL43,170.59,181.62,207.57,158.23,232.1,274.72,236.31,258.91,254.99,260.98,300.66,321.8,328.92,380.68
DSP_L_OTH,THS_T,PL51,450.01,722.18,765.64,766.83,799.17,802.93,915.15,876.1,865.26,899.53,916.51,1006.46,1047.58,1509
DSP_L_OTH,THS_T,PL52,132.22,207.7,224.6,233.48,237.93,235.29,257.16,237.14,237.41,261.37,268.98,271.29,282.31,331.99
DSP_L_OTH,THS_T,PL61,313.04,390.32,402.66,364.54,418.67,452.23,456.1,425.73,411.13,425.45,430.21,494.84,552.24,520.56
DSP_L_OTH,THS_T,PL62,189.63,251.72,263.86,283.57,278.87,316.67,306.67,323.57,304.36,332.18,326.73,352.39,468.76,517.26
DSP_L_OTH,THS_T,PL63,378.12,431.89,499.09,454.97,557.69,518.67,625.39,588.38,566.97,588.48,549.51,565.9,620.03,767.75
DSP_L_OTH,THS_T,PT,2320.195,2592.797,3048.127,3380.82,3341.72,3530.22,3170.44,3142.77,2969.26,3044.05,3177.61,3290.13,: ,: 
DSP_L_OTH,THS_T,PT11,804.593,851.928,925.386,1017.53,937.74,970.85,892.22,932.42,831.2,845.55,859.59,925.54,: ,: 
DSP_L_OTH,THS_T,PT15,253.766,292.114,332.219,358.52,345.09,336.01,293.65,298.03,281.96,280.35,277.33,272.66,: ,: 
DSP_L_OTH,THS_T,PT16,489.689,589.806,806.842,898.22,889.51,897.41,880.62,884.9,851.72,836.56,845.61,844.49,: ,: 
DSP_L_OTH,THS_T,PT17,403.56,458.38,494.124,625.25,677.35,794.77,576.64,556.28,518.9,586.94,674.26,721.27,: ,: 
DSP_L_OTH,THS_T,PT18,262.906,290.781,342.927,351.85,350.99,373.47,369.8,369.32,354.59,360.5,374.75,375.07,: ,: 
DSP_L_OTH,THS_T,PT20,104.269,108.109,144.871,127.22,130.97,142.7,139.57,83.08,111.32,115.96,120.38,81.5,: ,: 
DSP_L_OTH,THS_T,PT30,1.412,1.679,1.758,2.23,10.07,15.01,17.94,18.74,19.57,18.19,25.69,69.6,: ,: 
DSP_L_OTH,THS_T,RO,: ,3426.65,4055.17,4812.65,: ,6486.18,6122.2,6293.54,6412.95,5917.7,6022.76,6695,5956,6611
DSP_L_OTH,THS_T,RO11,: ,383,401.08,672.96,: ,992.81,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO12,: ,405.87,569.44,545.09,: ,791.35,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO21,: ,394.76,449.53,490.85,: ,780.1,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO22,: ,648.69,771.96,784.09,: ,1075.61,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO31,: ,466.37,541.77,523.89,: ,664.36,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO32,: ,656.01,720.5,959.81,: ,1029.27,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO41,: ,181.06,276.56,280.31,: ,358.46,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RO42,: ,290.89,324.33,555.65,: ,794.22,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,RS,1920,1830,2090,1889,1581,1520,1241,1040,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,SI,224,314.95,419.23,563.35,627.69,685,688.09,725.45,658.79,624.92,693.52,712.83,: ,: 
DSP_L_OTH,THS_T,SI01,173.39,158.14,237.22,320.07,337.32,353.61,344.42,365.02,308.94,297.34,332.81,334.25,: ,: 
DSP_L_OTH,THS_T,SI02,50.61,156.81,182.01,243.28,290.37,331.39,343.67,360.43,349.85,327.58,360.71,378.58,: ,: 
DSP_L_OTH,THS_T,SK,1151.89,1211.4,1240.13,1325.02,1264,1276.28,1209.83,1169.46,1143.82,1194.8,1255.84,1192.41,: ,: 
DSP_L_OTH,THS_T,SK01,79.7,78.56,79.19,101.65,90.91,107.42,101.34,84.9,91.89,103.67,110.51,113.28,: ,: 
DSP_L_OTH,THS_T,SK02,521.75,544.46,567.62,569.19,566.6,553.96,534.44,525.65,516.19,530.89,527.49,506.74,: ,: 
DSP_L_OTH,THS_T,SK03,283.13,319.85,322.04,347.06,333.15,334.35,316.97,323.65,329.16,320.36,381.86,327.49,: ,: 
DSP_L_OTH,THS_T,SK04,267.31,268.53,271.28,307.12,273.34,280.55,257.08,235.26,206.58,239.88,235.98,244.9,: ,: 
DSP_L_OTH,THS_T,TR,: ,: ,: ,24904.4,25700,23798.15,25484.35,24708.67,25947.4,24406.42,25304.58,24572.64,24471.09,23894.07
DSP_L_OTH,THS_T,TR10,: ,5543.4,: ,5590.84,: ,5075.78,: ,4622.58,: ,4317.6,5155.19,5014.09,6094.02,: 
DSP_L_OTH,THS_T,TR21,: ,762.32,: ,714.5,: ,699.21,: ,679.53,: ,691.77,661.14,644.3,557.36,: 
DSP_L_OTH,THS_T,TR22,: ,621.74,: ,596.39,: ,566.41,: ,675.49,: ,690.26,681.7,628.1,581.64,: 
DSP_L_OTH,THS_T,TR31,: ,1613.17,: ,1685.66,: ,1286.88,: ,1276.25,: ,1326.12,1217.88,1164.89,1279.76,: 
DSP_L_OTH,THS_T,TR32,: ,1097.07,: ,1004.77,: ,1031.81,: ,1138.43,: ,1192.48,1348.11,1310.71,1162.94,: 
DSP_L_OTH,THS_T,TR33,: ,1074.96,: ,1125.31,: ,1075.28,: ,1124.8,: ,1140,1215.97,1135.56,1052.07,: 
DSP_L_OTH,THS_T,TR41,: ,1180.84,: ,1196.85,: ,1191.01,: ,1147,: ,1067.27,1043.6,997.8,933.93,: 
DSP_L_OTH,THS_T,TR42,: ,1161.68,: ,1037.83,: ,1029.15,: ,1017.96,: ,902.28,923.14,946.53,941.33,: 
DSP_L_OTH,THS_T,TR51,: ,1879.65,: ,2001.59,: ,2161.4,: ,2269.16,: ,2187.66,2345.27,2356.47,2325.98,: 
DSP_L_OTH,THS_T,TR52,: ,775.53,: ,712.46,: ,727.44,: ,803.57,: ,828.37,903.11,874.76,780.98,: 
DSP_L_OTH,THS_T,TR61,: ,1132.86,: ,1052.6,: ,963.53,: ,1083.29,: ,1073.61,1055.91,987.21,905.08,: 
DSP_L_OTH,THS_T,TR62,: ,1157.71,: ,1370.96,: ,1340.28,: ,1356.02,: ,1344.72,1255.78,1246.44,1174.4,: 
DSP_L_OTH,THS_T,TR63,: ,714.42,: ,728.98,: ,736.26,: ,758.87,: ,774.59,747,745.16,632.35,: 
DSP_L_OTH,THS_T,TR71,: ,476.43,: ,548.34,: ,580.45,: ,763.02,: ,733.77,744.12,744.26,678.41,: 
DSP_L_OTH,THS_T,TR72,: ,749.38,: ,764.99,: ,772.91,: ,917.61,: ,1027.52,1022.01,1021.27,968.88,: 
DSP_L_OTH,THS_T,TR81,: ,293.89,: ,262.81,: ,258.54,: ,279.79,: ,418.19,408.4,366.21,369.36,: 
DSP_L_OTH,THS_T,TR82,: ,259.7,: ,223.53,: ,213.83,: ,242.14,: ,248.14,241.3,239.85,227.61,: 
DSP_L_OTH,THS_T,TR83,: ,833.31,: ,781.48,: ,743.13,: ,953.61,: ,934.82,933.21,916.96,897.74,: 
DSP_L_OTH,THS_T,TR90,: ,551.48,: ,493.93,: ,470.55,: ,537,: ,572.77,554.69,532.28,499.82,: 
DSP_L_OTH,THS_T,TRA1,: ,301.67,: ,289.86,: ,293.9,: ,343.28,: ,375.31,381.37,359.87,342.59,: 
DSP_L_OTH,THS_T,TRA2,: ,297.18,: ,232.52,: ,205.42,: ,226.22,: ,198.3,169.63,188.01,156.53,: 
DSP_L_OTH,THS_T,TRB1,: ,577.9,: ,490.59,: ,496.39,: ,497.39,: ,500.11,488.39,455.99,430.28,: 
DSP_L_OTH,THS_T,TRB2,: ,438.89,: ,335.26,: ,308.51,: ,364.64,: ,336.84,282.75,287.41,263.7,: 
DSP_L_OTH,THS_T,TRC1,: ,705.04,: ,571.83,: ,504.49,: ,633.45,: ,525.84,528.92,494.07,409.39,: 
DSP_L_OTH,THS_T,TRC2,: ,876.92,: ,684.71,: ,629.54,: ,604.92,: ,583.21,574.28,512.67,463.07,: 
DSP_L_OTH,THS_T,TRC3,: ,474.62,: ,405.81,: ,436.04,: ,392.67,: ,414.9,421.72,401.81,321.88,: 
DSP_L_OTH,THS_T,UKC1,: ,: ,133.28,211,238.8,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKC2,: ,: ,376.35,363.66,389.26,: ,: ,: ,: ,: ,: ,: ,: ,: 
