DR-Nummer;Kürzel;Bundesland;Indikator;Datenreihe;Spaltenüberschrift;Wert
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2003;1,89
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2004;1,89
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2005;1,92
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2006;1,78
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2007;1,79
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2008;1,46
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2009;1,69
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2010;1,70
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2011;1,76
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2012;1,64
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2013;1,40
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2014;1,47
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2015;1,53
60;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Daten;2016;1,44
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2007;1,72
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2008;1,6911111111111
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2009;1,6622222222222
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2010;1,6333333333333
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2011;1,6044444444444
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2012;1,5755555555556
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2013;1,5466666666667
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2014;1,5177777777778
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2015;1,4888888888889
61;NW;Nordrhein-Westfalen;Stickstoff- und Säureeintrag ;Säureeintrag - Trend;2016;1,46
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2009;2,1
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2010;2,1
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2011;2,1
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2012;2,1
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2013;2,1
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2014;2,2
62;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV I = äußerst hoher Narturwert;2015;2,2
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2009;4,1
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2010;4,1
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2011;4,1
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2012;4,2
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2013;4,2
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2014;4,6
63;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV II = sehr hoher Narturwert;2015;5,0
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2009;7,6
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2010;7,2
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2011;6,7
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2012;6,5
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2013;6,5
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2014;6,1
64;NW;Nordrhein-Westfalen;Landwirtschaftsflächen mit hohem Naturwert;HNV III = mäßig hoher Narturwert;2015;5,9
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1990;22,22222222
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1991;25,77319588
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1992;25,49019608
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1993;25
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1994;21,15384615
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1995;21,3592233
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1996;18,18181818
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1997;19,64285714
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1998;19,44444444
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;1999;17,47572816
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2000;20,72072072
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2001;20
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2002;24,52830189
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2003;20,79207921
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2004;20,58823529
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2005;20,53571429
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2006;21,3592233
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2007;21,05263158
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2008;22,12389381
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2009;17,82178218
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2010;21,4953271
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2011;16,81415929
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2012;20
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2013;16,07142857
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2014;16,66666667
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2015;17,30769231
67;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Daten;2016;20,40816327
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2007;20,57
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2008;20,215555555556
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2009;19,861111111111
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2010;19,506666666667
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2011;19,152222222222
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2012;18,797777777778
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2013;18,443333333333
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2014;18,088888888889
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2015;17,734444444444
68;NW;Nordrhein-Westfalen;Nitratkonzentration im Grundwasser;Nitratkonzentration im Grundwasser - Trend;2016;17,38
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2004;82,72
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2005;83,21
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2006;83,7
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2007;84,19
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2008;84,68
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2009;85,17
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2010;85,66
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2011;86,15
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2012;86,64
76;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff-Überschuss - Trend;2013;87,13
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2004;93,8
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2005;86,7
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2006;85,5
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2007;86,0
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2008;77,7
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2009;79,6
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2010;84,1
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2011;89,6
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2012;91,5
77;NW;Nordrhein-Westfalen;Stickstoff-Flächenbilanz (Stickstoff-Überschuss der landwirtschaftlich genutzten Fläche);Stickstoff Flächenbilanz, gleitendes 3 Jahresmittel;2013;89,3
83;NW;Nordrhein-Westfalen;Ökologischer Zustand der oberirdischen Fließgewässer;Zustand Fließgewässer - Ringgrafiken;Natürliche Wasserkörper<br>Gewässerlänge gesamt;44
83;NW;Nordrhein-Westfalen;Ökologischer Zustand der oberirdischen Fließgewässer;Zustand Fließgewässer - Ringgrafiken;Künstliche Wasserkörper / <br>erheblich veränderte Wasserkörper<br>Gewässerlänge gesamt;56
83;NW;Nordrhein-Westfalen;Ökologischer Zustand der oberirdischen Fließgewässer;Zustand Fließgewässer - Ringgrafiken;Natürliche Wasserkörper<br>Zustand sehr gut bis gut;6,4
83;NW;Nordrhein-Westfalen;Ökologischer Zustand der oberirdischen Fließgewässer;Zustand Fließgewässer - Ringgrafiken;künstliche Wasserkörper /<br>erheblich veränderte Wasserkörper<br>
Zustand sehr gut bis gut;1,0
